sku;INTERNO;name;quantity;price;;;
7897924076654;19809;.CAPA P/ LAVADORA PLAS-NOVA 7K/11K;3;49,31;;;
7898963243632;25304;.CAPA P/ SOFA CANTO BELCAPAS;2;239,67;;;
;25335;.CARREG. P/ CELULAR VEICULAR ATOMO 004;30;8,72;;;
SEM GTIN;8159;.CARRETA CEGONHEIRA VOYAGER 1354;0;62,91;;;
7898096085482;9159;.CARRINHO BONECA 548;0;55,77;;;
7898631554787;11909;.CARRINHO BONECA CONFORT BABY 248;4;63,01;;;
7898096081163;1592;.CARRINHO CACAMBA SMART 116;0;25,33;;;
7898096081170;8860;.CARRINHO CAVADEIRA SMART 117;0;25,33;;;
7893595613105;1465;.CARRINHO CONTROLE REMOTO 23049;1;40,55;;;
7899653740875;22547;.CARRINHO MICKEY 213;2;16,18;;;
7898096081118;8156;.CARRINHO PICK-UP MAC 110, 111;16;27,86;;;
7898631556460;13674;.CARRINHO PICK-UP STRIKER 038;0;39,37;;;
SEM GTIN;14901;.CARRINHO POLICIA ROBO 082579;5;85,99;;;
SEM GTIN;14902;.CARRINHO TRANSFORMER 1493;4;46,85;;;
7898300571794;8157;.CARRINHO TROOPER 179;0;29,91;;;
7890797730166;18927;.CART. COURO PERLATTO 1001;10;40,1;;;
7896545230056;13759;.CART. FEM. K2043;0;35,98;;;
7899755638285;2280;.CARTAO NATAL 80724;0;0,64;;;
;25802;.CASCATA 120 LAMPADAS LED ESTRELAS 1120;6;55,04;;;
7898096081200;7637;.CASTELINHO BRINCAR 120;1;47,24;;;
;11912;.CASTELINHO PRINCESA JUDY 406;0;109,88;;;
7898631554718;11913;.CASTELINHO PRINCESA SNOW 407;0;110,27;;;
7898631556873;17015;.CASTELO MEDIEVAL 461;1;110,27;;;
SEM GTIN;14903;.CAVALINHO UPA UPA ;0;107,33;;;
;8150;.CAVALO MECANISMO SOUND 537;1;64,22;;;
7898539430602;14918;.CAVALOS SELVAGENS AKT3060;0;17,21;;;
7896464738626;19089;.CENTRAL DE RESGATE 3869;0;40,55;;;
7898549367998;20193;.CEREJEIRA DECORATIVA 0,45M 4560Q;2;96,48;;;
7898933918034;18865;.CESTO TELADO RATTAN 72 LTS;3;86,26;;;
7908161728623;18971;.CESTO WINCY OGA3014;0;47,31;;;
;25299;.CHAPA FRITADEIRA DISCO NORDESTE 29CM;1;136,18;;;
7898521375151;17027;.CHAZINHO DA PRINCESA 7691;0;47,25;;;
7898521375645;17025;.CHAZINHO LEGAL 7683;0;45,62;;;
7898162211401;4749;.CHIP VIVO;17;17;;;
SEM GTIN;4775;.CHIP VIVO C/RECARGA;0;28;;;
7899085508104;761;.CHOCALHO HAPPY BABY 3380;0;111,52;;;
SEM GTIN;14677;.CHUT. NEW STYLLUS 483;4;68,55;;;
SEM GTIN;14678;.CHUT. NEW STYLLUS 503;6;68,55;;;
SEM GTIN;2458;.CINTO MASC. CAC COUROS 029;6;53,47;;;
SEM GTIN;5636;.CINTO MASC. CAC COUROS 040;6;53,47;;;
SEM GTIN;2074;.CINTO MASC. CAC COUROS 529;4;57,82;;;
SEM GTIN;2502;.CINTO MASC. CAC COUROS 625;0;28,84;;;
SEM GTIN;3764;.CINTO MASC. CAC COUROS 638;1;28,84;;;
SEM GTIN;7412;.CINTO MASC. CAC COUROS 741;2;31,73;;;
SEM GTIN;6304;.CINTO MASC. CAC COUROS 758;5;36,08;;;
SEM GTIN;5999;.CINTO MASC. CAC COUROS 780;4;36,08;;;
7891356075490;3121;.CLIMAT. DE AR BRITANIA BCL04FI;0;556,92;;;
SEM GTIN;6970;.CLIMAT. DE AR MONDIAL COMFRT CL-03;0;505,54;;;
7896176900861;16281;.COBERTOR CAS. DYURI 593;0;185,84;;;
SEM GTIN;5318;.COBERTOR MICRO FIBRA CASA E LAR 215;1;55,73;;;
SEM GTIN;7573;.COBRE LEITO CAS. DYLERE 220/240;0;171,54;;;
SEM GTIN;7966;.COBRE LEITO SOLT. DYLERE 160/240;1;128,65;;;
SEM GTIN;13622;.COLC. BERCO D18 70/1.30 BOM DESCANSO ;0;177,35;;;
SEM GTIN;17384;.COLC. BERCO D18 70/1.30 ECOTEC BABY ;0;140,14;;;
SEM GTIN;25021;.COLC. BERCO D18 70/1.50 ECOTEC;2;143,1;;;
SEM GTIN;16715;.COLC. CAS. 1.38 22CM ANAT. BOM DESCANSO;0;636,31;;;
SEM GTIN;17854;.COLC. CAS. 1.38 ANAT. SUPREME PLUS ;0;1.504,26;;;
SEM GTIN;9530;.COLC. CAS. 1.38 BOM DESCANSO FILADELFIA;0;1.592,36;;;
SEM GTIN;13627;.COLC. CAS. 28.CM 1.38 BOM DESCANSO MAXI;0;858,76;;;
SEM GTIN;14343;.COLC. CAS. 28CM 1.38 BOM DESCANSO ZEUS;0;1.034,64;;;
SEM GTIN;13628;.COLC. CAS. 28CM BOM DESCANSO MAXIMUS;0;832,07;;;
SEM GTIN;983;.COLC. CAS. BOM DESCANSO UNIBOX 52CM 1.3;0;792,68;;;
SEM GTIN;19048;.COLC. CAS. C/ BOX 1.38 64CM DIVILUX ;0;1.590,97;;;
SEM GTIN;5788;.COLC. CAS. D20 08CM MAKROS SUPREME ;0;233,1;;;
SEM GTIN;14632;.COLC. CAS. D20 12CM MAKROS ;0;318,07;;;
SEM GTIN;17376;.COLC. CAS. D20 14CM 1.38 ECOTEC LIGHT;0;433,18;;;
SEM GTIN;7610;.COLC. CAS. D20 14CM BOM DESCANSO ;0;431,62;;;
SEM GTIN;17387;.COLC. CAS. D20 14CM ECOTEC LIGHT;0;422,94;;;
SEM GTIN;17378;.COLC. CAS. D23 14CM 1.38 ECOTEC FRIZE;0;460,25;;;
SEM GTIN;651;.COLC. CAS. D23 14CM BOM DESCANSO;0;611,91;;;
SEM GTIN;17388;.COLC. CAS. D23 14CM ECOTEC FRIZE;1;487,32;;;
SEM GTIN;17391;.COLC. CAS. D28 14CM 1.38 ECOTEC CLASSIC;0;458,66;;;
SEM GTIN;1078;.COLC. CAS. D28 17CM 1.38 BOM DESCANSO;0;735,55;;;
SEM GTIN;1058;.COLC. CAS. D28 17CM BOM DESCANSO;0;746,82;;;
SEM GTIN;1037;.COLC. CAS. D28 18CM MAKROS ;0;638,92;;;
SEM GTIN;17381;.COLC. CAS. D33 17CM 1.38 ECOTEC GOLD;3;747,3;;;
SEM GTIN;17393;.COLC. CAS. D33 17CM ECOTEC GOLD;1;731,4;;;
SEM GTIN;14927;.COLC. CAS. D33 20CM 1.38 MAKROS ;0;849,06;;;
SEM GTIN;13623;.COLC. CAS. D33 24CM 1.38 BOM DESCANSO ;0;1.114,42;;;
SEM GTIN;13624;.COLC. CAS. D33 24CM BOM DESCANSO ;0;1.174,30;;;
SEM GTIN;17383;.COLC. CAS. D33 25CM 1.38 ECOTEC GOLD;0;1.051,10;;;
SEM GTIN;11418;.COLC. CAS. D33 25CM ANAT. BOM DESCANSO ;0;716,57;;;
SEM GTIN;22261;.COLC. CAS. D33 25CM GOLDLAR GOLDSOFT ;0;1.237,79;;;
SEM GTIN;13495;.COLC. CAS. DIVILUX UNIBOX 52CM 1.38 ;0;796,59;;;
SEM GTIN;19046;.COLC. CAS. DIVILUX UNIBOX 52CM 1.58 ;0;928,37;;;
SEM GTIN;17385;.COLC. CAS. ECOTEC CONF UNIBOX 52CM 1.38;0;777,51;;;
SEM GTIN;11416;.COLC. CAS. ORTHOMAX UNIBOX 45CM 1.38 ;0;602,8;;;
SEM GTIN;13626;.COLC. SOLT. 28CM 88 BOM DESCANSO MAXIMU;0;689,6;;;
SEM GTIN;6026;.COLC. SOLT. 28CM 88 BOM DESCANSO ORTOPE;0;493,88;;;
SEM GTIN;1051;.COLC. SOLT. BOM DESCANSO UNIBOX 52CM 88;0;567,38;;;
SEM GTIN;14928;.COLC. SOLT. D20 08CM MAKROS SUPREME;0;157,42;;;
SEM GTIN;17082;.COLC. SOLT. D20 12CM 88 BOM DESCANSO;0;256,32;;;
SEM GTIN;8383;.COLC. SOLT. D20 12CM BOM DESCANSO;0;262,47;;;
SEM GTIN;17375;.COLC. SOLT. D20 12CM ECOTEC LIGHT;0;243,27;;;
SEM GTIN;14631;.COLC. SOLT. D20 12CM MAKROS ;0;197,58;;;
SEM GTIN;17999;.COLC. SOLT. D23 14CM 88 ECOTEC FRIZE;2;310,55;;;
SEM GTIN;17377;.COLC. SOLT. D23 14CM ECOTEC FRIZE;0;270,3;;;
SEM GTIN;1045;.COLC. SOLT. D23 14CM MAKROS ;0;288,96;;;
SEM GTIN;17389;.COLC. SOLT. D28 14CM ECOTEC CLASSIC;0;316,92;;;
SEM GTIN;13513;.COLC. SOLT. D28 24CM 88 GLOBAL FLEX;0;365,04;;;
SEM GTIN;13625;.COLC. SOLT. D33 14CM BOM DESCANSO ;0;402,32;;;
;2798;.COLC. SOLT. D33 14CM ECOTEC GOLD;1;297,33;;;
SEM GTIN;17380;.COLC. SOLT. D33 17CM 88 ECOTEC GOLD;0;480,18;;;
SEM GTIN;13629;.COLC. SOLT. D33 17CM BOM DESCANSO ;0;382,22;;;
SEM GTIN;17392;.COLC. SOLT. D33 17CM ECOTEC GOLD;0;461,1;;;
SEM GTIN;14926;.COLC. SOLT. D33 20CM 88 MAKROS ;0;576,78;;;
SEM GTIN;14925;.COLC. SOLT. D33 20CM MAKROS ;0;511,54;;;
SEM GTIN;6400;.COLC. SOLT. D33 24CM 88 BOM DESCANSO ;0;775,75;;;
SEM GTIN;7210;.COLC. SOLT. D33 24CM BOM DESCANSO ;0;780,46;;;
SEM GTIN;17382;.COLC. SOLT. D33 25CM 88 ECOTEC GOLD;1;700,73;;;
SEM GTIN;17394;.COLC. SOLT. D33 25CM ECOTEC GOLD;0;684,81;;;
SEM GTIN;13496;.COLC. SOLT. DIVILUX UNIBOX 52CM 88 ;0;556,07;;;
SEM GTIN;17386;.COLC. SOLT. ECOTEC CONFO UNIBOX 52CM 88;1;597,21;;;
;11417;.COLC. SOLT. ORTHOMAX UNIBOX 37CM 88 ;0;446,23;;;
7893596055331;18861;.COLCHA CAS. BELAREAL PALACE;0;186,52;;;
7899616007434;16272;.COLCHA CAS. ELEGANCE ;1;171,53;;;
7899616007441;16273;.COLCHA CAS. ELEGANCE QUEEN ;0;195,85;;;
7893596055447;18863;.COLCHA QUEEN BELAREAL PALACE;0;209,47;;;
7893596055461;18862;.COLCHA SOLT. BELAREAL PALACE PRINTS;1;139,15;;;
7899616007427;16274;.COLCHA SOLT. ELEGANCE ;1;142,95;;;
7891709168824;8538;.COLCHA TRESSE QUEEN 240/260;0;195,85;;;
7898518120036;19317;.COLHER DE MESA OURO DP0084;4;5,66;;;
7898518120128;10468;.COLHER INOX SOBREMESA DP0098;4;3,79;;;
7898631552882;11911;.COMANDO TRAIL 361;0;18,88;;;
SEM GTIN;1219;.COMODA LOPAS BAIAO 4G;0;556,79;;;
SEM GTIN;12789;.COMODA SAP. IMOP 4G DUBAI;1;599,11;;;
SEM GTIN;15218;.COMODA SAP. IMOP 6G MILAO ;0;817,58;;;
;25501;.COMODA TIGUS 4G FLY;1;581,49;;;
SEM GTIN;2323;.COMODA TIGUS 4G LIFE;2;581,49;;;
SEM GTIN;12790;.COMODA XXX IMOP 4G LISBOA ;0;219,48;;;
SEM GTIN;12786;.COMODA XXX SAP. IMOP 4G VERSALES ;0;659,05;;;
SEM GTIN;5293;.COMODA XXXIMOP 4G PORTINARI;0;627,54;;;
SEM GTIN;5288;.COMODA XXXSUC. SABRINA MERIVA 7G ;0;1.085,99;;;
SEM GTIN;1750;.COMODA XXXSUC. SAP. SABRINA MERIVA 7G;0;1.085,99;;;
7898521378776;20909;.CONFEITARIA DIVERTIDA SWEET CAKE 7969;1;79,44;;;
7898618161175;13961;.CONJ. 5 POTES PLASTICOS ACQUAMAR 350;0;81,47;;;
SEM GTIN;16388;.CONJ. 5 POTES PLASTICOS PREMIUM 905;0;47,4;;;
SEM GTIN;20161;.CONJ. MESA APOIO JB 8003 2PC;0;204,03;;;
7908281319756;20170;.CONJ. TACA CHAMPANHE WINCY 3070/71;0;148,42;;;
SEM GTIN;5898;.CONT. REMOTO P/ TV TCL;0;307,78;;;
SEM GTIN;23316;.CONTROLE RECEP. VIVENSIS SENIOR;6;42,4;;;
7898521379827;20912;.COOKTOP LAVA LOUCA E MICROONDAS 8074;0;108,19;;;
7897072189572;15594;.CORACAO C/BRACO G 2177-042;3;68,91;;;
7897072189565;12701;.CORACAO C/BRACO M 2056-001;5;27,46;;;
7908329901431;12700;.CORACAO C/BRACO P 2199;6;24;;;
7898564783483;3049;.CORACAO DE PE 317;0;56,34;;;
7898564783278;7458;.CORACAO FLU FLU 0008,0004;4;55,09;;;
7897072189626;22561;.CORACAO G 2188-042;2;68,91;;;
619205159873;22560;.CORACAO M 001;2;43;;;
7897072189619;22562;.CORACAO P 2186-042;7;22,28;;;
7899655083758;14362;.CORDAO LED BOLAS COLORIDAS 21358;1;35,23;;;
7899655095973;14364;.CORDAO LED BOLAS COLORIDAS 22096;0;32,85;;;
7899655095997;14363;.CORDAO LED BOLAS COLORIDAS 22098;0;25,97;;;
7897924038805;19802;.CORT. 135/260 B. OUT PLAST-N. 3880;1;59,2;;;
7897924052825;2645;.CORT. 138/178 BOX SLIN PLAST-N. 5282;1;21,27;;;
7891713003319;16836;.CORT. 200/120 BENEVIDES 331;1;155,98;;;
7898552867799;16835;.CORT. 200/120 P/ COZINHA MENEGATTI 333;1;111,83;;;
7897924039024;1469;.CORT. 200/160 PLAST-N. CORTA LUZ 100619;1;103,72;;;
7894674103654;16277;.CORT. 250/1800 JACQUARD BLACTEC ;3;154,39;;;
7897924066341;7486;.CORT. 268/240 BLOCK-LIGHT 6834;1;212,51;;;
7897924064354;11871;.CORT. 268/260 BLOCK-LIGHT PLAST-N. 6435;1;250,1;;;
7897924032117;15606;.CORT. 270/160 CLUS BASTAO 3211;0;122,32;;;
7897924070775;15605;.CORT. 270/160 CLUS BASTAO 7077;0;78,05;;;
SEM GTIN;24962;.CORT. 270/180 B. OUT PLAST-N. 3919;4;82,29;;;
7897924093637;4603;.CORT. 270/200 B. OUT PLAST-N. 3926;4;92,18;;;
7897924086004;24965;.CORT. 270/200 B. OUT PLAST-N. 8600;4;172,98;;;
SEM GTIN;19807;.CORT. 270/220 B. LIGHT PLAST-N. 3222;1;148,25;;;
7897924032230;15599;.CORT. 270/220 BLOCK-LIGHT PLAST-N. 3223;0;153,29;;;
7897924033787;19799;.CORT. 270/240 B. OUT PLAST-N. 3378;1;125,11;;;
7897924032285;19805;.CORT. 270/240 BLOCK-LIGHT PLAST-N. 3228;1;143,24;;;
7897924029964;19795;.CORT. 270/260 B. OUT PLAST-N. 2996;0;131,71;;;
7897924039475;24963;.CORT. 270/260 BLOCK-LIGHT PLAST-N. 3947;3;111,97;;;
7897924006644;7941;.CORT. 280/180 B. OUT C/POL.PLAST-N. 662;2;131,74;;;
7897924030953;5975;.CORT. 280/180 B. OUT PLAST-N 7199;2;130,27;;;
7897924007054;10188;.CORT. 280/180 B. OUT PLAST-N. 3911;0;122,31;;;
7897924072038;19801;.CORT. 280/180 B. OUT PLAST-N. 7203;1;130,22;;;
7897924087629;19803;.CORT. 280/180 B. OUT PLAST-N. 8762;0;130,22;;;
7897924087803;19811;.CORT. 280/180 B. OUT PLAST-N. 8780;0;130,22;;;
7897924034562;19806;.CORT. 280/180 BLOCK-LIGHT PLAST-N. 3456;1;130,26;;;
7897924034906;15612;.CORT. 280/180 TECIDO PLAST. N. 3490;1;106,37;;;
7897924034913;13637;.CORT. 280/180 TECIDO PLAST. N. 3491;4;97,13;;;
7897924005241;19815;.CORT. 280/200 B. OUT PLAST-N. 0524;0;141,59;;;
7897924034968;19800;.CORT. 280/200 B. OUT PLAST-N. 3496;1;105,37;;;
7897924034937;7758;.CORT. 280/200 TECIDO PLAST-N. 3493;1;105,37;;;
7897924034944;19812;.CORT. 280/200 TECIDO PLAST. N. 3494;3;105,37;;;
7897924082181;7660;.CORT. 280/220 B. OUT C/TEC.PLAST-N.;1;144,44;;;
7897924041805;16405;.CORT. 280/220 B. OUT C/TEC.PLAST-N.4180;1;199,03;;;
7897924034982;19804;.CORT. 280/220 B. OUT PLAST-N. 3498;0;125,11;;;
7897924035019;19813;.CORT. 280/220 B. OUT PLAST-N. 3501;0;125,11;;;
7897924039291;13640;.CORT. 280/220 MICROFIBRA PLAST-N. 3929;2;183,68;;;
7897924034999;13638;.CORT. 280/220 TECIDO PLAST-N. 3499;1;122,31;;;
7897924004800;10186;.CORT. 400/220 B. OUT PLAST-N. 4800;0;156,39;;;
7897924019941;19792;.CORT. 400/240 B. OUT PLAST-N. 1994/2090;2;269,38;;;
7897924019972;19808;.CORT. 400/240 B. OUT PLAST-N. 1997/1999;0;269,38;;;
7897924051644;5976;.CORT. 400/240 B. OUT PLAST-N. 5164;3;303,25;;;
7897924066402;15611;.CORT. 400/240 B. OUT PLAST-N. 6640;2;164,67;;;
7897924090391;15610;.CORT. 400/240 B. OUT PLAST-N. 9039;0;156,55;;;
7897924039253;13639;.CORT. 400/260 B. OUT PLAST-N. 3925;0;330,04;;;
7897924064507;16407;.CORT. 400/260 B. OUT PLAST-N. 6450;0;374,63;;;
SEM GTIN;24964;.CORT. 400/260 BLOCK LIGTHT 0199;3;176,28;;;
7897924011945;17821;.CORT. 400/260 BLOCK LIGTHT 1194;1;258,34;;;
7897924067775;17823;.CORT. 400/260 BLOCK LIGTHT 6777;0;343,17;;;
7897924080460;17822;.CORT. 400/260 DOBBY BAST/ILH ;0;202;;;
7897924038560;15613;.CORT. 400/260 MICROFIBRA PLAST-N. 3856;0;259,54;;;
7897924039185;13641;.CORT. 400/260 MICROFIBRA PLAST-N. 3918;0;274,03;;;
7897924006118;8843;.CORT. 400/280 B. OUT LINHO PLAST-N. 611;1;194,42;;;
7897924010153;10816;.CORT. 400/280 B. OUT LINHO PLAST-N. 949;2;369,21;;;
7897924071956;19814;.CORT. 400/280 B. OUT PLAST-N. 7195;0;214,12;;;
7897924072588;5717;.CORT. PIA PVC PLAST-N. 7258;1;24,57;;;
7898564785364;12692;.CORUJAO PELUCIA G 602010;0;120,3;;;
SEM GTIN;15217;.COZ. IMOP ALEXIA ;0;832,32;;;
SEM GTIN;12031;.COZ. XXXIMOP AMANDA 2PCS ;0;772,92;;;
7898966230806;17032;.COZINHAR BIG STAR 630;0;204,82;;;
7898447976728;17031;.DEDOCHE DINOPARK 672;0;31,48;;;
7898002434953;13689;.DIDATICA LION 495;3;42,24;;;
7898639380678;16345;.DINO DIVER FOR BABY 8067;1;31,5;;;
SEM GTIN;13673;.DINO PARK ADVENTURE 034;0;51,97;;;
7898447972959;19105;.DINO PARK BABY 295;4;33,78;;;
7898447976797;20919;.DINO PARK PINTURA BEE 679;0;64,22;;;
;20896;.DINO RACE LOOPING 380-5;1;67,6;;;
7898447976780;13701;.DINOPARK 678;0;63,01;;;
7898639381964;17020;.DINOSSAURO REX  8193;0;94,52;;;
SEM GTIN;1320;.DISPLAY DIVER MASSA 8077;0;3,3;;;
7898639380937;11922;.DIVER DOG PATRULHA CANINA 8093;0;33,8;;;
7898096081125;19100;.DIVPLAST SMART BABIES 112;2;50,69;;;
7896464738848;19090;.DOCERIA PREMIU SOVERTES E DUNUTS 3891;0;20,26;;;
SEM GTIN;14904;.DOMINO PLAST. PRETO;5;7,05;;;
7898631558365;19080;.DR. DENTISTA 525;1;40,55;;;
7896451852441;13907;.DUCHA LORENZETTI TOP JET;0;116,86;;;
7899455904833;18339;.EDUCAKIDS LIDER PATRULHA 2483;0;83,47;;;
7899508460729;8599;.ELEFANTE PELUCIA 99-089;1;169,25;;;
7898002435615;17029;.ELITE VAN POLICIA REGATE AMBULANCIA 561;0;18,88;;;
7897474129336;18581;.ENFEITE CACHORO 2933;2;34,04;;;
7908281352968;20196;.ENFEITE DE NATAL ARVORE 49002;6;22,01;;;
7898642535980;20184;.ENFEITE DE NATAL BENGALA 1506;5;7,23;;;
SEM GTIN;14047;.ENFEITE DE NATAL BONECO PAPAI NOEL 671;0;24,77;;;
7898642537700;20177;.ENFEITE DE NATAL CORACAO 15051;4;9,66;;;
SEM GTIN;20179;.ENFEITE DE NATAL ESRELA 30101;1;9,73;;;
7908161743732;20178;.ENFEITE DE NATAL ESRELA 7028;2;11,76;;;
7899755622123;14051;.ENFEITE DE NATAL ESTRELA 10366;6;24,22;;;
7898549341103;17148;.ENFEITE DE NATAL ESTRELA 1043;1;8,79;;;
7908161742452;20180;.ENFEITE DE NATAL LACO 11001;6;3,87;;;
7898642535614;14396;.ENFEITE DE NATAL LACO 12501;2;6,8;;;
SEM GTIN;14055;.ENFEITE DE NATAL LOUSA 4021;1;22,19;;;
7899755661726;17146;.ENFEITE DE NATAL MISTURADO 7010;1;17,8;;;
7899755660514;14053;.ENFEITE DE NATAL PAPAI NOEL 1467;2;6,68;;;
7899755602392;23435;.ENFEITE DE NATAL SINO 1134;2;33,1;;;
7899755660279;20175;.ENFEITE DE NATAL SINO 1443;1;16,47;;;
7899755660415;20176;.ENFEITE DE NATAL SINO 1457;0;24,06;;;
7899755683339;20183;.ENFEITE DE NATAL SINO 5042;3;6,33;;;
7899755660552;14397;.ENFEITE DE NATAL TAMBOR 1471;1;6,76;;;
7908174918332;12587;.ENFEITE DECORATIVO 63379;0;34,04;;;
7908174927419;18582;.ENFEITE DECORATIVO MAO 80764;2;34,04;;;
7908161733429;18973;.ENFEITE METALIZADO DEFO1032;0;31,39;;;
7898549337656;20165;.ENFEITE NATAL ARVORE NTF4701;4;10,69;;;
7908161709936;20172;.ENFEITE NATAL MERRY CHRISTMAS 4019;0;13,93;;;
7899755661665;20171;.ENFEITE NATAL SORTIDOS 7008;10;16,05;;;
7899755661795;853;.ENFEITE NATAL SORTIDOS 7017;8;7,94;;;
7908161741943;20169;.ENFEITE PINHA NEVADA 9PC 10002;6;8,91;;;
7896965217804;16362;.ESCAVADEIRA GANT 1780;0;282,04;;;
7899790921854;16792;.ESCORREDOR METALIZADO 2 ANDARES 9519;0;172,95;;;
SEM GTIN;16867;.ESCRIVANINHA JB 6055;0;436,71;;;
7898948020951;22552;.ESPADA ESCUDO HEROIS ;1;19,82;;;
7898337044834;6669;.ESPELHO 123/53 NORDESTE 798;6;169,47;;;
7898337049150;8858;.ESPELHO 160/60 NORDESTE;9;245,21;;;
SEM GTIN;18218;.ESPELHO 33/79 NORDESTE;5;71,13;;;
7898337040683;24416;.ESPELHO 49CM OITAVADO NORDESTE ;0;90,78;;;
SEM GTIN;18864;.ESPELHO 60/90 NORDESTE;0;229,55;;;
7898337043240;24415;.ESPELHO 63/74 ORGANICO NORDESTE ;3;166,45;;;
7898337049143;18219;.ESPELHO 70/175 NORDESTE;5;333,04;;;
SEM GTIN;8507;.ESPELHO 75/33 REGIS;0;71,46;;;
SEM GTIN;79;.ESPELHO 93/43 REGIS;0;97,19;;;
7898337049679;19827;.ESPELHO 94/44 NORDESTE;5;105,95;;;
7898681955138;18580;.ESPELHO BANDEJA CT2221;0;50,36;;;
7899790929263;16793;.ESPELHO C/ ALCA PU 61CM 45037;3;196,77;;;
SEM GTIN;22198;.ESPELHO JB CASTANHEIRA LUXO 60CM;0;222,07;;;
7898337041963;8857;.ESPELHO OITAVADO NORDESTE 60CM;2;151,31;;;
7908174925026;13666;.ESPERANCA E GRATIDAO 52948, 52969;0;38,86;;;
SEM GTIN;1260;.ESPREM. DE FRUTAS MONDIAL E-01;0;108,55;;;
SEM GTIN;16864;.EST./HOME JB 5232;1;932,85;;;
SEM GTIN;16227;.EST./HOME SUSP. VALDEMOVEIS VITORIA;0;1.543,54;;;
SEM GTIN;10096;.EST./HOME VALDEMOVEIS CURITIBA;0;1.447,16;;;
SEM GTIN;14885;.EST./HOME VALDEMOVEIS MONTANA;0;941,03;;;
SEM GTIN;12472;.EST./HOME VALDEMOVEIS STAR;0;894,64;;;
SEM GTIN;12471;.EST./HOME XXXVALDEMOVEIS BELO HORIZONTE;0;874,52;;;
SEM GTIN;17298;.EST./HOME XXXVALDEMOVEIS MACEIO;0;1.294,54;;;
SEM GTIN;16226;.EST./HOME XXXVALDEMOVEIS NEVADA;0;1.601,53;;;
7899310515044;20371;.ESTOJO ESCOLAR ARANHA ES1504;0;35,97;;;
SEM GTIN;24261;.ESTOJO ESCOLAR DUPLO;10;19,22;;;
SEM GTIN;10245;.ESTOJO ESCOLAR DUPLO PERSONAGES;4;19,22;;;
SEM GTIN;20378;.ESTOJO ESCOLAR LONA 440-15;4;4,68;;;
SEM GTIN;3442;.ESTOJO ESCOLAR PERSONAGENS ;7;22,5;;;
;20379;.ESTOJO ESCOLAR PERSONAGENS 5102-15;26;7,81;;;
SEM GTIN;8354;.ESTOJO ESCOLAR SIMPLES ;6;17,71;;;
7899310514429;20370;.ESTOJO ESCOLAR UNICORN POWER ES1442;1;38,17;;;
SEM GTIN;14118;.ESTRELA C/ GLITTER 10132;0;7,16;;;
SEM GTIN;14120;.ESTRELA LED 11565;0;56,34;;;
7898505905684;10475;.FACA AUREL DE PAO 9007;2;7,57;;;
7908161747594;11382;.FACA DO CHEF  WINCY IXB03145;3;36,52;;;
7898505905707;10474;.FACA INOX DE MESA 9009;1;2,79;;;
6908471340387;18442;.FACA KNIFE 038;9;10,15;;;
6933518104653;9869;.FACA KRIAT 10465;1;10,15;;;
7899790903614;2894;.FAQ. 24PCS CASITA 12120;0;150,32;;;
7898632183924;16278;.FAQ. 25PCS LUXOR 365;2;78,61;;;
7899110647587;16790;.FAQ. 26PCS FRATELLI WOODEN 9117587;0;77,16;;;
7897020202605;16350;.FAZENDINHA ADIJOMAR 260;0;78,76;;;
7899755683780;17149;.FELIZ NATAL CROMADO 1580;0;8,99;;;
7899755622314;20191;.FESTAO FINO 10024;0;8,03;;;
7898549338226;20190;.FESTAO METALIZADO 1002;63;10,55;;;
7908161709882;17814;.FESTAO METALIZADO 18109;30;14,03;;;
7908161709738;14059;.FESTAO METALIZADO COLORIDO 10024;137;3,59;;;
SEM GTIN;14061;.FESTAO METALIZADO JLT-11-5VD;31;3,38;;;
;25799;.FESTAO VERDE GRAMA 10887;41;3,91;;;
7898618160123;1228;.FILTRO ACQUAMAR 14,9L;2;128,65;;;
7898614782497;22281;.FILTRO P/ PURIFICADOR COLORMAQ ;0;38,33;;;
7898539434235;18972;.FIRE RESGATE AKT3423;1;18,4;;;
;25800;.FITA VELUDO VERMELHA 20412;1;25,9;;;
SEM GTIN;13279;.FOGAO 4B ATLAS MONACO;0;883,15;;;
7898064921088;8153;.FOGUETE APOLLO ANJO 743;2;59,15;;;
SEM GTIN;20842;.FONE TRUE WIRELESS STEREO V5.0;0;60,84;;;
SEM GTIN;15374;.FORMA DE BOLO 3 EM 1 1518;0;77,76;;;
SEM GTIN;11217;.FORMA DE BOLO VIGOROSA ;0;124,73;;;
7898589670058;4718;.FORNO ELET. BEST 48L ;0;657,9;;;
SEM GTIN;22760;.FRIGI. EIRILAR LIFE EIRIFLON 26;1;117,56;;;
SEM GTIN;22761;.FRIGI. EIRILAR LIFE EIRIFLON 30;1;135,24;;;
SEM GTIN;13770;.FRIGI. GLOBO ART-FLON 22CM;3;44,1;;;
SEM GTIN;13771;.FRIGI. GLOBO ART-FLON 24CM;3;46,85;;;
7908214707636;22545;.FRIGIDEIRA C/ LEGUMES 3070;3;10,73;;;
7891356086649;15547;.FRITAD. ELETRICA BRITANIA OVEN BFR10VI;0;501,03;;;
7891356093234;14662;.FRITAD. ELETRICA BRITANIA OVEN BFR2100P;0;1.236,42;;;
7891356079603;16394;.FRITAD. ELETRICA PHILCO PFR2000P;0;919,08;;;
7898616540194;8748;.FRONHA TRAV. CORPO 180 FIOS;12;35,12;;;
